,id,bigrams
2144,11700790,"[('the', 'best'), ('Nick', 'is')]"
2145,11701466,"[('Klodian', 'was'), ('a', 'great'), ('in', 'a')]"
2146,11728273,"[('any', 'questions'), ('was', 'very'), ('clean', 'and')]"
2147,11732322,"[('he', 'was'), ('is', 'a'), ('He', 'was')]"
2148,11732807,"[('Julie', 'was'), ('a', 'great')]"
2149,11733534,"[('as', 'well'), ('his', 'wife'), ('with', 'our')]"
2150,11733875,"[('here', 'again'), ('stay', 'here'), ('recommend', 'this')]"
2151,11740335,"[('URL', 'HIDDEN'), ('come', 'back'), ('hang', 'out')]"
2152,11750869,[]
2153,11753167,"[('beautifully', 'decorated'), ('public', 'transit'), ('train', 'station')]"
2154,11755881,"[('Brown', 'Line'), ('Roscoe', 'Village'), ('walking', 'distance')]"
2155,11757804,"[('for', 'us'), ('a', 'great')]"
2156,11774365,"[('Logan', 'Square'), ('blue', 'line'), ('walking', 'distance')]"
2157,11777292,"[('in', 'the')]"
2158,11799685,"[('definitely', 'recommend'), ('in', 'Chicago'), ('with', 'them')]"
2159,11802490,"[('free', 'parking'), ('had', 'no'), ('highly', 'recommend')]"
2160,11802754,"[('Wicker', 'Park'), ('so', 'much'), ('We', 'enjoyed')]"
2161,11816750,"[('our', 'stay'), ('clean', 'and'), ('nice', 'and')]"
2162,11826902,"[('walking', 'distance'), ('within', 'walking'), ('early', 'check')]"
2163,11860623,[]
2164,11868315,[]
2165,11871351,"[(""won't"", 'regret'), ('Lincoln', 'Park'), ('short', 'walk')]"
2166,11874273,[]
2167,11874353,[]
2168,11874600,[]
2169,11885044,[]
2170,11887649,[]
2171,11888451,[]
2172,11888624,[]
2173,11894229,[]
2174,11902396,"[('blue', 'line'), ('automated', 'posting'), ('before', 'arrival')]"
2175,11902507,"[('come', 'back'), ('highly', 'recommend'), ('easy', 'access')]"
2176,11903082,"[('walking', 'distance'), ('have', 'been'), ('your', 'bags')]"
2177,11904373,"[('an', 'excellent'), ('exactly', 'as'), ('here', 'again')]"
2178,11906101,[]
2179,11906232,"[('were', 'very')]"
2180,11906370,[]
2181,11907664,[]
2182,11918343,"[('the', 'lake'), ('clean', 'and')]"
2183,11923150,"[('private', 'garage'), ('``', ""L''""), ('public', 'transportation')]"
2184,11923551,"[('Lincoln', 'Square'), ('have', 'asked'), ('not', 'have')]"
2185,11926246,"[('was', 'great'), ('the', 'space')]"
2186,11927345,"[('away', 'from'), ('I', 'would'), ('We', 'enjoyed')]"
2187,11944404,"[('highly', 'recommend'), (""Sammy's"", 'place'), ('I', 'would')]"
2188,11950189,"[('our', 'stay'), (""DJ's"", 'home'), ('in', 'Chicago')]"
2189,11952599,[]
2190,11965062,"[('I', 'would'), (""Kelly's"", 'place'), ('very', 'easy')]"
2191,11965767,"[('grocery', 'store'), ('come', 'back'), ('walking', 'distance')]"
2192,11965843,"[('plenty', 'of'), ('at', 'home'), ('looking', 'for')]"
2193,11969085,"[('``', ""L''""), ('Logan', 'Square'), ('fully', 'stocked')]"
2194,11970214,"[('Lincoln', 'Square'), ('again', 'if'), ('from', 'Lincoln')]"
2195,11971419,"[('we', 'needed'), ('hosts', 'were'), ('all', 'the')]"
2196,11972493,"[('well', 'equipped'), ('Thank', 'you'), ('will', 'definitely')]"
2197,11973145,"[('blue', 'line'), ('can', 'hear'), ('we', 'needed')]"
2198,11980852,"[('was', 'very')]"
2199,11985414,"[('She', 'left'), ('Thanks', 'Marcia'), ('for', 'us')]"
2200,11985527,"[('or', 'two'), ('highly', 'recommend'), ('Walking', 'distance')]"
2201,11987299,"[('red', 'line'), ('exactly', 'as'), ('highly', 'recommend')]"
2202,11992689,"[('highly', 'recommend'), ('would', 'definitely'), ('Great', 'host')]"
2203,11999785,"[('at', 'her'), ('and', 'I'), ('a', 'great')]"
2204,12008415,[]
2205,12008497,[]
2206,12011220,"[('made', 'us'), ('us', 'feel'), ('plenty', 'of')]"
2207,12011683,"[('walking', 'distance'), ('The', 'apartment'), ('apartment', 'is')]"
2208,12020689,"[('walking', 'distance'), ('come', 'back'), ('has', 'been')]"
2209,12021281,"[('Wrigley', 'Field'), ('any', 'questions'), ('Cubs', 'game')]"
2210,12022599,"[('apartment', 'was'), ('in', 'the')]"
2211,12025151,"[('highly', 'recommend'), (""Bennett's"", 'place'), ('The', 'apartment')]"
2212,12035588,"[('walking', 'distance'), ('within', 'walking'), ('easy', 'access')]"
2213,12037066,"[('The', 'house'), ('I', 'had'), ('were', 'no')]"
2214,12037587,"[('walking', 'distance'), ('Very', 'spacious'), ('beds', 'were')]"
2215,12038184,"[('an', 'excellent'), ('here', 'again'), ('stay', 'here')]"
2216,12039265,"[('The', 'location'), ('The', 'room'), ('a', 'great')]"
2217,12039398,"[('3', 'bathrooms'), ('walking', 'distance'), ('as', 'well')]"
2218,12039617,"[('this', 'listing'), ('We', 'had'), ('a', 'good')]"
2219,12039993,"[('less', 'than'), ('come', 'back'), ('one', 'block')]"
2220,12051090,"[('here', 'again'), ('at', ""Will's""), ('His', 'place')]"
2221,12062745,"[('showing', 'me'), ('me', 'around'), ('with', 'him')]"
2222,12069600,"[('us', 'upon'), ('will', 'be'), ('we', 'were')]"
2223,12070668,"[('blue', 'line'), ('conveniently', 'located'), ('train', 'station')]"
2224,12072765,"[('Lenora', 'was')]"
2225,12083628,[]
2226,12085370,"[('was', 'very'), ('place', 'was'), ('condo', 'was')]"
2227,12087574,"[('as', 'well'), ('well', 'as'), ('a', 'great')]"
2228,12090956,"[('don', '’'), ('’', 't'), ('In', 'conclusion')]"
2229,12092498,"[('’', 't'), ('t', 'have'), ('if', 'you')]"
2230,12093618,[]
2231,12094730,"[('make', 'sure'), ('easy', 'access'), ('recommend', 'this')]"
2232,12095628,"[('exactly', 'as'), ('street', 'parking'), ('our', 'group')]"
2233,12110676,"[('a', 'great'), ('It', 'was')]"
2234,12111066,"[('Skye', 'was')]"
2235,12111530,[]
2236,12112830,"[('Red', 'Line'), ('highly', 'recommend'), ('come', 'back')]"
2237,12134426,"[('make', 'sure'), ('The', 'apartment'), ('Jason', 'were')]"
2238,12136155,"[('public', 'transportation'), ('any', 'questions'), ('check', 'out')]"
2239,12136219,"[('mini', 'fridge'), ('public', 'transportation'), ('felt', 'like')]"
2240,12136495,"[('the', 'city'), ('and', 'Drew'), ('Kari', 'and')]"
2241,12150082,[]
2242,12153109,"[('Hyde', 'Park')]"
2243,12156610,"[('at', ""Emily's""), ('we', 'had'), ('a', 'great')]"
2244,12158686,"[('living', 'room'), ('at', 'night'), ('great', 'host')]"
2245,12159371,"[('hot', 'water'), ('Would', 'stay'), ('stay', 'again')]"
2246,12169682,"[(""Daniel's"", 'place'), ('close', 'to'), ('to', 'stay')]"
2247,12169862,"[('young', 'children'), ('year', 'old'), ('next', 'time')]"
2248,12170773,"[('URL', 'HIDDEN'), ('de', 'sac'), ('walking', 'distance')]"
2249,12186120,"[('at', 'home'), ('We', 'are'), ('stay', 'here')]"
2250,12186204,"[('Millennium', 'Park'), ('any', 'questions'), ('feel', 'welcome')]"
2251,12188895,"[('was', 'very')]"
2252,12192041,"[('even', 'though'), ('anyone', 'who'), ('highly', 'recommend')]"
2253,12201757,"[('Logan', 'Square'), ('I', 'would'), ('would', 'definitely')]"
2254,12202949,"[('was', 'very'), ('Laura', 'was')]"
2255,12211461,"[('pink', 'line'), ('recommend', 'this'), ('one', 'night')]"
2256,12211684,"[('public', 'transport'), ('guests', 'were'), ('staying', 'here')]"
2257,12218935,"[('Blue', 'Line'), ('grocery', 'store'), ('walking', 'distance')]"
2258,12221723,"[('definitely', 'recommend'), ('You', 'can'), ('no', 'privacy')]"
2259,12221851,"[('youth', 'hostel'), ('pink', 'line'), ('would', 'definitely')]"
2260,12221938,"[('8', 'beds'), ('self', 'check-in'), ('other', 'guests')]"
2261,12222012,"[('pink', 'line'), ('recommend', 'it'), ('this', 'place')]"
2262,12222103,"[('few', 'days'), ('pink', 'line'), ('less', 'than')]"
2263,12226016,"[('in', 'the'), ('was', 'very')]"
2264,12226594,"[('bunk', 'beds'), ('size', 'bed'), (""Ramiro's"", 'place')]"
2265,12227483,[]
2266,12230085,"[('here', 'again'), ('on', '18th'), ('enjoyed', 'our')]"
2267,12230178,"[('away', 'from'), ('because', 'it'), ('I', 'would')]"
2268,12230277,"[('The', 'apartment'), ('great', 'location'), ('distance', 'to')]"
2269,12231098,"[('Treasure', 'Island'), ('red', 'line'), ('walking', 'distance')]"
2270,12241870,"[('Brown', 'Line'), ('Wrigley', 'Field'), ('highly', 'recommend')]"
2271,12243016,"[('green', 'line'), ('made', 'sure'), ('blocks', 'from')]"
2272,12244370,"[('blowed', 'up'), ('here', 'again'), ('stay', 'here')]"
2273,12244582,"[('walking', 'distance'), ('if', 'you'), ('away', 'from')]"
2274,12246823,"[('exactly', 'what'), ('walking', 'distance'), ('minute', 'walk')]"
2275,12247085,"[('walking', 'distance'), ('less', 'than'), ('you', 'need')]"
2276,12252435,"[('``', ""L''""), ('ground', 'floor'), ('make', 'sure')]"
2277,12254863,"[('free', 'street'), ('street', 'parking'), ('feel', 'welcome')]"
2278,12268349,"[('in', 'Chicago'), (""Aiste's"", 'place'), ('very', 'nice')]"
2279,12268908,"[('a', 'great'), ('all', 'the'), ('The', 'place')]"
2280,12271759,"[('Red', 'Line'), ('walking', 'distance'), ('red', 'line')]"
2281,12272478,"[('have', 'been'), ('here', 'again'), ('will', 'definitely')]"
2282,12272956,"[('Lincoln', 'Park'), ('before', 'arrival'), ('the', 'city')]"
2283,12273788,"[('here', 'again'), ('bottle', 'of'), ('what', 'we')]"
2284,12274336,"[('Logan', 'Square'), ('any', 'issues'), ('blue', 'line')]"
2285,12284003,"[('Hyde', 'Park'), ('any', 'questions'), ('highly', 'recommend')]"
2286,12288394,"[('I', 'would'), ('The', 'house'), ('great', 'host')]"
2287,12288445,"[('air', 'mattresses'), ('great', 'host'), ('the', 'apartment')]"
2288,12290871,"[('an', 'excellent'), ('Danny', 'was'), ('was', 'an')]"
2289,12293431,"[('automated', 'posting'), ('walking', 'distance'), ('an', 'automated')]"
2290,12293741,"[('air', 'bnb'), ('ice', 'cream'), ('’', 's')]"
2291,12307449,"[('Would', 'definitely'), ('highly', 'recommend'), ('Thank', 'you')]"
2292,12308104,"[('blocks', 'away'), ('highly', 'recommend'), ('Hyde', 'Park')]"
2293,12309410,[]
2294,12312216,[]
2295,12312246,[]
2296,12321714,"[('Highly', 'recommended'), ('walking', 'distance'), ('public', 'transportation')]"
2297,12323073,"[(""Teo's"", 'condo'), ('we', 'were'), ('we', 'needed')]"
2298,12324124,"[('walking', 'distance'), ('Logan', 'Square'), ('Would', 'definitely')]"
2299,12330769,"[('automated', 'posting'), ('before', 'arrival'), ('days', 'before')]"
2300,12334385,"[('I', 'needed'), ('in', 'Chicago'), ('the', 'city')]"
2301,12340626,"[('here', 'again'), ('if', 'you'), ('very', 'accommodating')]"
2302,12343100,"[('walking', 'distance'), ('highly', 'recommend'), (""John's"", 'place')]"
2303,12346559,"[('automated', 'posting'), ('walking', 'distance'), ('before', 'arrival')]"
2304,12347435,"[('The', 'house'), ('house', 'was'), ('a', 'great')]"
2305,12361720,"[('set', 'up'), ('come', 'back'), ('easy', 'access')]"
2306,12362902,"[('highly', 'recommend'), ('back', 'yard'), ('felt', 'like')]"
2307,12379595,[]
2308,12382366,"[('blocks', 'from'), ('house', 'is'), ('The', 'house')]"
2309,12382456,"[('the', 'bathroom')]"
2310,12413038,"[('Yehuda', 'was'), ('was', 'very'), ('for', 'a')]"
2311,12422521,"[('Great', 'location'), ('was', 'perfect'), ('Chris', 'was')]"
2312,12424526,"[('living', 'room'), ('in', 'the')]"
2313,12434982,"[('walking', 'distance'), ('am', 'glad'), ('at', 'home')]"
2314,12435111,"[('public', 'transportation'), ('grocery', 'store'), ('walking', 'distance')]"
2315,12444577,"[('our', 'stay'), ('Dan', 'was'), ('the', 'apartment')]"
2316,12444707,"[('here', 'again'), ('definitely', 'stay'), ('There', 'were')]"
2317,12444986,"[('parking', 'passes'), ('walking', 'distance'), ('will', 'definitely')]"
2318,12445585,"[('grocery', 'store'), ('Thank', 'you'), ('They', 'are')]"
2319,12450389,"[('grocery', 'store'), ('come', 'back'), ('wicker', 'park')]"
2320,12451721,"[('in', 'Chicago'), ('to', 'give'), ('It', 'was')]"
2321,12452076,[]
2322,12464708,"[('Logan', 'Square'), ('great', 'host'), ('we', 'felt')]"
2323,12467112,"[('these', 'guys'), ('green', 'line'), ('public', 'transportation')]"
2324,12467348,"[('public', 'transportation'), ('at', ""Joseph's""), ('solo', 'traveler')]"
2325,12468422,"[('Gold', 'Coast'), ('next', 'door'), ('come', 'back')]"
2326,12471348,[]
2327,12472617,"[('minutes', 'walking'), ('old', 'town'), ('Old', 'Town')]"
2328,12474957,"[('Hyde', 'Park'), ('recommend', 'it'), (""Francisco's"", 'place')]"
2329,12478685,"[('blue', 'line'), (""Drew's"", 'place'), ('stay', 'Drew')]"
2330,12489153,"[('Blue', 'Line'), ('blue', 'line'), ('public', 'transportation')]"
2331,12493755,"[('blocks', 'away'), ('walking', 'distance'), ('within', 'walking')]"
2332,12494747,"[('air', 'conditioning'), ('gas', 'leak'), ('walking', 'distance')]"
2333,12496049,[]
2334,12507128,"[('at', ""Peg's""), ('did', 'not'), ('I', 'will')]"
2335,12509442,"[('Wicker', 'Park'), ('master', 'suite'), ('instructions', 'on')]"
2336,12535741,"[('a', 'great'), ('was', 'a')]"
2337,12536277,"[('coffee', 'maker'), ('highly', 'recommend'), ('would', 'highly')]"
2338,12541151,"[('a', 'great'), ('was', 'very'), ('was', 'a')]"
2339,12542261,[]
2340,12543338,[]
2341,12547180,[]
2342,12548231,"[('was', 'great')]"
2343,12553492,"[('large', 'group'), ('to', 'make'), ('a', 'large')]"
2344,12560787,"[('Susan', 'was'), ('place', 'to'), ('to', 'stay')]"
2345,12566166,"[('walking', 'distance'), ('days', 'before'), ('our', 'first')]"
2346,12567482,[]
2347,12568350,"[('I', 'was'), ('in', 'the')]"
2348,12579630,"[('as', 'described'), ('tiny', 'home'), ('great', 'location')]"
2349,12581627,"[('as', 'described'), ('here', 'again'), ('stay', 'here')]"
2350,12588393,"[('have', 'been'), ('block', 'away'), ('even', 'better')]"
2351,12590517,"[('third', 'floor'), ('natural', 'light'), ('if', ""you're"")]"
2352,12602880,"[('orange', 'line'), ('wake', 'up'), ('highly', 'recommend')]"
2353,12603918,"[('loved', 'staying'), ('will', 'definitely'), ('here', 'again')]"
2354,12606818,"[('as', 'well'), ('staying', 'at'), ('a', 'great')]"
2355,12623279,"[('wicker', 'park'), ('walking', 'distance'), ('grocery', 'store')]"
2356,12631039,[]
2357,12652391,"[('walking', 'distance'), ('grocery', 'stores'), ('within', 'walking')]"
2358,12656575,"[('min', 'walk'), ('would', 'definitely'), ('very', 'helpful')]"
2359,12667502,"[('have', 'asked'), ('would', 'definitely'), ('asked', 'for')]"
2360,12673204,"[('Lincoln', 'Square'), ('in', 'the'), ('a', 'perfect')]"
2361,12681123,"[('basic', 'necessities'), ('her', 'mom'), ('we', 'needed')]"
2362,12683444,"[('we', 'needed'), ('if', 'we'), ('everything', 'we')]"
2363,12684093,"[('high', 'quality'), (""O'Hare"", 'airport'), ('between', ""O'Hare"")]"
2364,12684163,"[('come', 'back'), ('if', 'you'), ('as', 'pictured')]"
2365,12697925,[]
2366,12698881,"[('craft', 'beer'), ('red', 'line'), ('short', 'walk')]"
2367,12699620,"[('to', 'be'), ('had', 'a'), ('Stephen', 'was')]"
2368,12704181,"[('very', 'helpful'), ('to', 'get'), ('This', 'was')]"
2369,12704199,"[('The', 'host')]"
2370,12708231,"[('here', 'again'), ('walking', 'distance'), ('as', 'described')]"
2371,12714714,"[('come', 'back'), ('walking', 'distance'), ('minute', 'walk')]"
2372,12734939,"[('definitely', 'recommend'), ('recommend', 'this'), ('we', 'arrived')]"
2373,12735192,[]
2374,12741471,"[('definitely', 'recommend'), ('minute', 'walk'), ('centrally', 'located')]"
2375,12742563,"[('a', 'great'), ('to', 'address'), ('host', 'and')]"
2376,12753660,"[('min', 'walk'), ('red', 'line'), ('You', 'can')]"
2377,12759999,"[('Whole', 'Foods'), ('coach', 'house'), ('exactly', 'as')]"
2378,12774987,[]
2379,12775020,"[('South', 'Loop'), ('Michigan', 'Ave'), ('Grant', 'Park')]"
2380,12777058,"[('welcomed', 'us'), ('gracious', 'host'), ('made', 'sure')]"
2381,12778606,"[('Old', 'Town'), ('come', 'back'), ('Gold', 'Coast')]"
2382,12778664,"[('for', 'our'), ('in', 'the'), ('and', 'the')]"
2383,12781237,"[('it', 'was')]"
2384,12782772,"[('we', 'had'), ('had', 'a')]"
2385,12797280,"[('mini', 'fridge'), (""couldn't"", 'have'), ('would', 'definitely')]"
2386,12803883,"[('walking', 'distance'), ('dining', 'room'), ('is', 'an')]"
2387,12808357,"[('walking', 'distance'), ('during', 'our'), ('very', 'accommodating')]"
2388,12814447,"[('She', 'made'), ('great', 'host'), ('our', 'stay')]"
2389,12815096,"[('highly', 'recommend'), ('my', 'first'), ('check', 'out')]"
2390,12822377,"[('warm', 'welcome'), ('other', 'guests'), ('highly', 'recommend')]"
2391,12823231,"[('washing', 'machine'), ('there', 'were'), ('house', 'manager')]"
2392,12832601,"[('close', 'to'), ('minutes', 'to'), ('to', 'the')]"
2393,12835688,"[('as', 'described'), ('let', 'us'), ('you', 'need')]"
2394,12837429,"[('Tiny', 'Castle'), ('red', 'line'), ('6', 'people')]"
2395,12852276,"[('train', 'station'), ('Thank', 'you'), ('very', 'responsive')]"
2396,12862860,"[('blue', 'line'), ('any', 'questions'), ('5', 'people')]"
2397,12866661,"[('we', 'were'), ('is', 'located'), ('It', 'was')]"
2398,12867902,"[('10', 'min'), ('min', 'walk'), ('walking', 'distance')]"
2399,12868626,"[('walking', 'distance'), ('really', 'appreciated'), ('will', 'definitely')]"
2400,12869264,[]
2401,12869290,"[('in', 'the'), ('with', 'a'), ('was', 'a')]"
2402,12869372,"[('Wicker', 'Park'), ('We', 'loved'), ('we', 'arrived')]"
2403,12870133,"[('The', 'room'), ('a', 'great'), ('to', 'be')]"
2404,12870380,[]
2405,12871814,"[('Old', 'Town'), ('Lincoln', 'Park'), ('public', 'transportation')]"
2406,12873218,"[(""Herman's"", 'apartment'), ('a', 'great'), ('very', 'clean')]"
2407,12874125,"[('his', 'wife'), ('red', 'line'), ('’', 's')]"
2408,12882141,"[('Logan', 'Square'), (""you're"", 'looking'), ('if', ""you're"")]"
2409,12883463,[]
2410,12891430,"[('blue', 'line'), ('Little', 'Italy'), ('Blue', 'Line')]"
2411,12891822,"[('highly', 'recommend'), ('a', 'great'), ('was', 'very')]"
2412,12897314,"[('walking', 'distance'), ('is', 'a'), ('of', 'the')]"
2413,12906879,"[('within', 'walking'), ('had', 'everything'), ('did', 'not')]"
2414,12916173,"[(""David's"", 'place'), ('house', 'is'), ('around', 'the')]"
2415,12916554,"[('The', 'apartment')]"
2416,12916784,"[('Highly', 'recommended'), ('Little', 'Italy'), ('blue', 'line')]"
2417,12917317,"[('blue', 'line'), ('public', 'transportation'), ('walking', 'distance')]"
2418,12918724,"[('any', 'questions'), ('made', 'sure'), ('gave', 'us')]"
2419,12932496,"[('come', 'back'), ('parking', 'passes'), ('short', 'walk')]"
2420,12949166,"[('Thank', 'you'), ('minute', 'walk'), ('here', 'again')]"
2421,12949346,"[('did', 'not'), ('we', 'had'), ('the', 'train')]"
2422,12950970,"[('an', 'excellent'), ('couple', 'of'), ('with', 'him')]"
2423,12955743,"[('own', 'bathroom'), ('as', 'described'), ('get', 'Sirius')]"
2424,12955756,"[('Blue', 'Line'), ('blue', 'line'), ('wicker', 'park')]"
2425,12963261,"[('would', 'definitely'), ('definitely', 'stay'), ('a', 'great')]"
2426,12968778,"[('Lincoln', 'Park'), ('better', 'than'), ('feel', 'welcome')]"
2427,12973134,"[('out', 'of'), ('The', 'room'), ('in', 'Chicago')]"
2428,12986510,"[('minute', 'walk'), ('I', 'would'), ('walk', 'from')]"
2429,12988050,"[('top', 'notch'), ('River', 'North'), ('walking', 'distance')]"
2430,12996664,"[('our', 'stay'), ('The', 'host'), ('around', 'the')]"
2431,12997563,"[('minute', 'walk'), ('any', 'questions'), ('walking', 'distance')]"
2432,12998977,"[('our', 'stay'), ('the', 'city'), ('was', 'great')]"
2433,12999537,[]
2434,13003641,[]
2435,13006657,"[('apartment', 'is'), ('has', 'a'), ('very', 'comfortable')]"
2436,13006732,"[('Thank', 'you'), ('if', 'you'), ('really', 'enjoyed')]"
2437,13014320,"[('10', 'minute'), ('at', 'home'), ('If', 'you')]"
2438,13014497,"[('a', 'very')]"
2439,13015160,[]
2440,13017394,"[('again', 'Great'), ('highly', 'recommend'), ('here', 'again')]"
2441,13018453,"[('as', 'well'), ('bit', 'intimidating'), ('can', 'be')]"
2442,13018683,"[('Home', 'Depot'), ('did', 'not'), ('the', 'Home')]"
2443,13020053,"[('You', 'can'), ('walking', 'distance'), (""didn't"", 'work')]"
2444,13020335,"[('Logan', 'Square'), ('so', 'much'), ('bars', 'restaurants')]"
2445,13024049,"[('a', 'big')]"
2446,13027296,"[('that', 'you'), ('The', 'room'), ('the', 'city')]"
2447,13028376,"[('walking', 'distance'), ('highly', 'recommend'), ('made', 'sure')]"
2448,13028662,"[('definitely', 'recommend'), ('would', 'definitely'), ('here', 'again')]"
2449,13033156,"[('to', 'the')]"
2450,13033226,"[('us', 'feel'), ('The', 'neighborhood'), ('to', 'get')]"
2451,13038318,"[('house', 'is'), ('The', 'house'), ('on', 'the')]"
2452,13041989,"[('pink', 'line'), ('if', ""you're""), ('Thank', 'you')]"
2453,13042129,"[('at', ""Suzy's""), (""Suzy's"", 'place'), ('Her', 'place')]"
2454,13042885,"[('his', 'car'), ('Idris', 'is'), ('of', 'the')]"
2455,13042888,"[('Hyde', 'Park'), ('Would', 'definitely'), ('at', ""Yamuna's"")]"
2456,13047343,[]
2457,13047673,"[('walking', 'distance'), ('within', 'walking'), ('you', 'can')]"
2458,13049456,"[('I', 'would')]"
2459,13055148,"[('come', 'back'), ('check', 'out'), ('here', 'again')]"
2460,13056839,"[('as', 'described'), ('definitely', 'stay'), ('very', 'clean')]"
2461,13058282,"[('any', 'questions'), ('There', 'are'), ('next', 'door')]"
2462,13059396,[]
2463,13061186,[]
2464,13061881,"[('red', 'line'), ('public', 'transportation'), ('walking', 'distance')]"
2465,13064681,"[('would', 'definitely'), ('during', 'our'), ('her', 'roommate')]"
2466,13065303,"[('The', 'apartment'), ('apartment', 'is')]"
2467,13065414,"[('the', 'other')]"
2468,13065518,"[('as', 'described'), ('me', 'feel'), ('Axel', 'were')]"
2469,13066088,"[('blue', 'line'), ('minute', 'walk'), ('walking', 'distance')]"
2470,13066378,"[('if', 'you'), ('a', 'bit')]"
2471,13066391,"[('is', 'very')]"
2472,13074067,[]
2473,13075439,"[('EZ', 'Inn'), ('ear', 'plugs'), ('walking', 'distance')]"
2474,13075856,"[('high', 'end'), ('walking', 'distance'), ('Wicker', 'Park')]"
2475,13076417,[]
2476,13076788,"[('The', 'apartment'), ('in', 'the')]"
2477,13076823,"[('I', 'would'), (""Aida's"", 'place'), ('The', 'apartment')]"
2478,13077093,"[('was', 'the')]"
2479,13078154,"[('I', 'would'), ('in', 'the')]"
2480,13078743,[]
2481,13078943,"[('walking', 'distance'), ('as', 'well'), (""Jessica's"", 'place')]"
2482,13079560,[]
2483,13080765,[]
2484,13082743,"[('walking', 'distance'), ('blue', 'line'), ('come', 'back')]"
2485,13083478,"[('is', 'just'), ('The', 'view'), ('the', 'city')]"
2486,13097527,"[('any', 'questions'), ('has', 'two'), ('gave', 'us')]"
2487,13098256,"[('if', 'you'), ('have', 'been'), ('would', 'recommend')]"
2488,13098599,"[('it', 'was'), ('was', 'a'), ('I', 'was')]"
2489,13098720,[]
2490,13099032,[]
2491,13100876,"[('for', 'our'), ('for', 'us'), ('Nate', 'was')]"
2492,13108080,[]
2493,13117078,"[('here', 'again'), ('subway', 'station'), ('woken', 'up')]"
2494,13123838,"[('coffee', 'shops'), ('walking', 'distance'), ('our', 'needs')]"
2495,13126529,"[('I', 'would'), ('recommend', 'this'), ('at', ""Carrie's"")]"
2496,13127930,"[('in', 'the')]"
2497,13128883,"[('pink', 'line'), ('highly', 'recommend'), ('his', 'girlfriend')]"
2498,13141600,"[('upon', 'arrival'), ('public', 'transit'), ('as', 'described')]"
2499,13148936,"[('Lincoln', 'Park'), ('will', 'be'), ('very', 'comfortable')]"
2500,13149571,"[('body', 'wash'), ('Highly', 'recommended'), ('Turquoise', 'Wonder')]"
2501,13150401,"[('We', 'were'), ('would', 'recommend'), ('that', 'we')]"
2502,13154559,[]
2503,13155002,"[('walking', 'distance'), ('here', 'again'), ('you', 'need')]"
2504,13155027,"[('house', 'is')]"
2505,13156599,"[('blue', 'line'), ('away', 'from'), ('staying', 'here')]"
2506,13156698,"[('clean', 'and')]"
2507,13157600,"[('a', 'great'), ('was', 'very'), ('place', 'to')]"
2508,13165391,"[('2', 'people'), ('Lincoln', 'Park'), ('walking', 'distance')]"
2509,13168753,"[('an', 'amazing'), ('next', 'time'), ('private', 'bathroom')]"
2510,13172832,"[('Blue', 'Line'), ('any', 'questions'), ('necessary', 'amenities')]"
2511,13172868,"[('at', ""Art's""), ('We', 'had'), ('only', 'stayed')]"
2512,13174322,"[('walking', 'distance'), ('well', 'kept'), ('Would', 'definitely')]"
2513,13175178,"[('blue', 'line'), ('within', 'walking'), ('any', 'questions')]"
2514,13175429,"[('highly', 'recommend'), ('here', 'again'), ('3-bedroom', 'unit')]"
2515,13177134,"[('recommend', 'staying'), ('more', 'than'), ('first', 'time')]"
2516,13183285,"[('blue', 'line'), ('walking', 'distance'), ('within', 'walking')]"
2517,13186084,"[('his', 'wife'), ('pink', 'line'), ('Thank', 'you')]"
2518,13189052,"[('walking', 'distance'), ('Wrigley', 'Field'), ('come', 'back')]"
2519,13189671,"[('was', 'very'), ('had', 'a'), ('with', 'a')]"
2520,13190905,"[('staying', 'here'), ('Rogers', 'Park'), ('beautiful', 'space')]"
2521,13191565,"[('Lake', 'Michigan'), ('McCormick', 'Place'), ('if', 'you')]"
2522,13192068,[]
2523,13192535,"[('blue', 'line'), ('Logan', 'Square'), ('artistic', 'wonderland')]"
2524,13193172,"[('was', 'very')]"
2525,13201396,[]
2526,13201628,[]
2527,13204890,"[('Wicker', 'Park'), ('center', 'of'), ('the', 'center')]"
2528,13205596,"[('will', 'be'), ('my', 'first'), ('in', 'Chicago')]"
2529,13206046,"[('it', 'was'), ('the', 'city'), ('of', 'the')]"
2530,13207526,"[('close', 'to'), ('clean', 'and'), ('in', 'the')]"
2531,13207952,"[('conveniently', 'located'), ('grocery', 'store'), ('walk', 'away')]"
2532,13208209,"[('recommend', 'staying'), (""Chanel's"", 'place'), ('her', 'husband')]"
2533,13208683,"[('in', 'a'), ('of', 'the'), ('and', 'the')]"
2534,13209313,"[('Their', 'home'), ('My', 'stay'), ('The', 'house')]"
2535,13209954,"[('in', 'the')]"
2536,13218606,"[('bottled', 'water'), ('enjoyed', 'my'), ('my', 'arrival')]"
2537,13219760,"[('away', 'from'), ('an', 'excellent'), ('our', 'needs')]"
2538,13219793,"[('stay', 'here'), (""Clint's"", 'place'), ('at', ""Clint's"")]"
2539,13219821,"[(""Sarah's"", 'home')]"
2540,13222117,"[('as', 'described'), ('blocks', 'away'), (""Edward's"", 'place')]"
2541,13223336,"[('living', 'room'), ('Amber', 'were'), ('The', 'place')]"
2542,13224010,"[('will', 'definitely'), ('away', 'from'), ('walk', 'from')]"
2543,13226781,"[('make', 'sure'), ('with', 'them'), ('sure', 'we')]"
